Atalante	V	ATALENTER
y	Pp	Y
doit	Vvc	DEVOIR
choir	Vvn	CHOIR
,	Fw	,
Un	Vvc	Un
autre	Pi	AUTRE
plus	Rg	PLUS
rusé	Ge	RUSER
s'	Cs	SI
y	Pp	Y
pourrait	Vvc	POUVOIR
décevoir	Vvn	DÉCEVOIR
.	Fs	.
Quelque	Di	QUELQUE
bon-heur	Nc	BONHEUR
parfait	Ag	PARFAIT
que	Pr	QUE
le	Da	LE
sort	Nc	SORT
leur	Pp	LEUR
envoie	Vvc	ENVOYER
;	Fw	;
Je	Vvc	Je
rêve	Nc	RÊVE
à	S	À
tous	Di	TOUT
moments	Nc	MOMENT
sur	S	SUR
l'	Da	LE
excès	Nc	EXCÈS
de	S	DE
ma	Ds	MON
joie	Nc	JOIE
.	Fs	.
Je	Pp	JE
ne	Rp	NE
regarde	Vvc	REGARDER
point	Rg	POINT
ni	Cc	NI
leur	Ds	LEUR
bien	Nc	BIEN
,	Fw	,
ni	Cc	NI
leur	Ds	LEUR
mal	Nc	MAL
,	Fw	,
Pourvu	Ge	POURVOIR
que	Cs	QUE
mon	Ds	MON
plaisir	Nc	PLAISIR
soit	Vuc	ÊTRE
désormais	Rg	DÉSORMAIS
égal	Ag	ÉGAL
.	Fs	.
Le	Da	LE
Ciel	Nc	CIEL
me	Pp	JE
favorise	Vvc	FAVORISER
,	Fw	,
et	Cc	ET
j'	Pp	JE
en	Pp	EN
ai	Vuc	AVOIR
tant	Rg	TANT
de	S	DE
marques	Nc	MARQUE
Que	Vvc	Que
je	Pp	JE
suis	Vuc	ÊTRE
plus	Rg	PLUS
heureux	Ag	HEUREUX
que	Cs	QUE
les	Da	LE
plus	Rg	PLUS
grands	Ag	GRAND
monarques	Nc	MONARQUE
.	Fs	.
Le	Da	LE
bon	Ag	BON
accueil	Nc	ACCUEIL
d'	S	DE
un	Dn	UN
Roi	Nc	ROI
,	Fw	,
tous	Di	TOUT
les	Da	LE
contentements	Nc	CONTENTEMENT
,	Fw	,
Les	Vvc	Les
perles	Nc	PERLE
,	Fw	,
les	Da	LE
rubis	Nc	RUBIS
,	Fw	,
l'	Da	LE
azur	Nc	AZUR
,	Fw	,
les	Da	LE
diamants	Nc	DIAMANT
,	Fw	,
Les	Vvc	Les
grandeurs	Nc	GRANDEUR
,	Fw	,
la	Da	LE
santé	Nc	SANTÉ
,	Fw	,
l'	Da	LE
honneur	Nc	HONNEUR
et	Cc	ET
l'	Da	LE
or	Nc	OR
encore	Rg	ENCORE
,	Fw	,
Me	Vvc	Me
touchent	Vvc	TOUCHER
moins	Rg	MOINS
l'	Da	LE
esprit	Nc	ESPRIT
que	Pr	QUE
vous	Pp	VOUS
belle	Ag	BEAU
Isidore	Vvc	Isidore
.	Fs	.
Aussi	Rg	AUSSI
dans	S	DANS
cet	Dd	CE
état	Nc	ÉTAT
me	Pp	JE
tiens	Vvc	TENIR
-je	Nc	-je
glorieux	Ag	GLORIEUX
,	Fw	,
Je	Vvc	Je
sens	Nc	SENS
que	Cs	QUE
ce	Dd	CE
bonheur	Nc	BONHEUR
m'	Pp	JE
élève	Vvc	ÉLEVER
dans	S	DANS
les	Da	LE
Cieux	Nc	CIEL|CIEUX
,	Fw	,
Que	Vvc	Que
ma	Ds	MON
fortune	Nc	FORTUNE
est	Vuc	ÊTRE
grande	Ag	GRAND
,	Fw	,
et	Cc	ET
que	Cs	QUE
ma	Ds	MON
gloire	Nc	GLOIRE
est	Vuc	ÊTRE
telle	Ag	TEL
,	Fw	,
Que	Vvc	Que
ceux	Pd	CELUI
qui	Pr	QUI
jugent	Vvc	JUGER
bien	Rg	BIEN
la	Pp	IL
jugent	Vvc	JUGER
immortelle	Ag	IMMORTEL
.	Fs	.
Ma	Ds	MON
sœur	Nc	sœur
a	Vuc	AVOIR
fait	Ge	FAIRE
aussi	Rg	AUSSI
des	Dn	UN
efforts	Nc	EFFORT
pour	S	POUR
mon	Ds	MON
bien	Nc	BIEN
,	Fw	,
Je	Vvc	Je
me	Pp	JE
tiens	Vvc	TENIR
satisfait	Ge	SATISFAIRE
,	Fw	,
je	Pp	JE
ne	Rp	NE
demande	Vvc	DEMANDER
rien	Pi	RIEN
.	Fs	.
Je	Pp	JE
n'	Rp	NE
importune	Vvc	IMPORTUNER
plus	Rg	PLUS
les	Da	LE
astres	Nc	ASTRE|ÂTRE
de	S	DE
mes	Ds	MON
plaintes	Nc	PLAINTE
,	Fw	,
J'	Vvc	J'
ai	Vuc	AVOIR
banni	Ge	BANNIR
mon	Ds	MON
soupçon	Nc	SOUPÇON
,	Fw	,
mon	Ds	MON
cœur	Nc	cœur
n'	Rp	NE
a	Vuc	AVOIR
plus	Rg	PLUS
de	S	DE
craintes	Nc	CRAINTE
,	Fw	,
Mes	Vvc	Mes
maux	Nc	MAL
sont	Vuc	ÊTRE
étouffés	Ge	ÉTOUFFER
,	Fw	,
et	Cc	ET
mes	Ds	MON
biens	Nc	BIEN
sont	Vuc	ÊTRE
trop	Rg	TROP
doux	Ag	DOUX
,	Fw	,
Combien	Vvc	Combien
que	Cs	QUE
leur	Ds	LEUR
grandeur	Nc	GRANDEUR
me	Pp	JE
fasse	Vvc	FAIRE
des	Dn	UN
jaloux	Nc	JALOUX
Une	Vvc	Une
feinte	Nc	FEINTE
a	Vuc	AVOIR
produit	Ge	PRODUIRE
un	Dn	UN
bon-heur	Nc	BONHEUR
véritable	Ag	VÉRITABLE
,	Fw	,
À	Nc	À
qui	Pr	QUI
jamais	Rg	JAMAIS
pas	Rg	PAS
un	Dn	UN
n'	Rp	NE
a	Vuc	AVOIR
semblé	Ge	SEMBLER
comparable	Ag	COMPARABLE
.	Fs	.
Et	Cc	ET
je	Pp	JE
me	Pp	JE
puis	Vvc	POUVOIR
vanter	Vvn	VANTER
d'	S	DE
avoir	Vun	AVOIR
plus	Rg	PLUS
de	S	DE
plaisirs	Nc	PLAISIR
,	Fw	,
Qu'	Vvc	Qu'
on	Pp	ON
n'	Rp	NE
en	Pp	EN
peut	Vvc	POUVOIR
souhaiter	Vvn	SOUHAITER
par	S	PAR
les	Da	LE
plus	Rg	PLUS
grands	Ag	GRAND
désirs	Nc	DÉSIR
.	Fs	.
Mais	Cc	MAIS
quoi	Pr	QUE|QUOI
le	Da	LE
temps	Nc	TEMPS
nous	Pp	NOUS
presse	Vvc	PRESSER
,	Fw	,
il	Pp	IL
faudrait	Vvc	FAILLIR|FALLOIR
qu'	Cs	QUE
Atalante	Ga	Atalante
.	Fs	.
Elle	Pp	IL
vient	Vvc	VENIR
à	S	À
propos	Nc	PROPOS
,	Fw	,
nous	Pp	NOUS
la	Pp	IL
rendrons	Vvc	RENDRE
contente	Ag	CONTENT
.	Fs	.
Ma	Ds	MON
sœur	Nc	sœur
tout	Pi	TOUT
ira	Vvc	ALLER
bien	Rg	BIEN
si	Rg	SI
Polydas	Vvc	Polydas
vous	Pp	VOUS
plaît	Vvc	PLAIRE
,	Fw	,
Maintenant	Ga	MAINTENIR
vos	Ds	VOTRE
amis	Nc	AMI
plaidaient	Vvc	PLAIDER
vôtre	As#Ps	VÔTRE
intérêt	Nc	INTÉRÊT
,	Fw	,
Il	Vvc	Il
est	Vuc	ÊTRE
presque	Rg	PRESQUE
achevé	Ge	ACHEVER
,	Fw	,
je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
qu'	Cs	QUE
une	Dn	UN
journée	Nc	JOURNÉE
Suffit	Vvc	SUFFIRE
pour	S	POUR
nos	Ds	NOTRE
desseins	Nc	DESSEIN
,	Fw	,
et	Cc	ET
pour	S	POUR
nôtre	As#Ps	NÔTRE
hyménée	Nc	HYMÉNÉE
.	Fs	.
Flaminie	Nc	Flaminie
est	Vuc	ÊTRE
à	S	À
moi	Pp	JE
,	Fw	,
Tharzinte	Vvc	Tharzinte
est	Vuc	ÊTRE
à	S	À
ma	Ds	MON
sœur	Nc	sœur
,	Fw	,
Montrez	Vvc	MONTRER
à	S	À
Polydas	Vvc	Polydas
une	Dn	UN
même	Ag	MÊME
douceur	Nc	DOUCEUR
;	Fw	;
Vous	Nc	Vous
devez	Vvc	DEVOIR
l'	Pp	IL
estimer	Vvn	ESTIMER
sachant	Ga	SAVOIR
qu'	Cs	QUE
il	Pp	IL
vous	Pp	VOUS
adore	Vvc	ADORER
.	Fs	.
Ne	Rp	NE
m'	Pp	JE
en	Pp	EN
parlez	Vvc	PARLER
jamais	Rg	JAMAIS
,	Fw	,
je	Pp	JE
ne	Rp	NE
veux	Vvc	VOULOIR
qu'	Cs	QUE
Isidore	Vvc	Isidore
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
viens	Vvc	VENIR
en	S	EN
ce	Dd	CE
lieu	Nc	LIEU
qu'	Cs	QUE
afin	S	AFIN
de	S	DE
l'	Pp	IL
en	S	EN
tirer	Vvn	TIRER
.	Fs	.
Nous	Pp	NOUS
voulez	Vvc	VOULOIR
-vous	Nc	-vous
ainsi	Rg	AINSI
contraindre	Vvn	CONTRAINDRE
à	S	À
soupirer	Vvn	SOUPIRER
.	Fs	.
Tout	Pi	TOUT
ira	Vvc	ALLER
bien	Rg	BIEN
pour	S	POUR
vous	Pp	VOUS
,	Fw	,
ma	Ds	MON
sœur	Nc	sœur
soyez	Vuc	ÊTRE
plus	Rg	PLUS
sage	Ag	SAGE
,	Fw	,
Et	Vvc	Et
suivez	Vvc	SUIVRE
mon	Ds	MON
conseil	Nc	CONSEIL
sans	S	SANS
parler	Vvn	PARLER
d'	S	DE
avantage	Nc	AVANTAGE
.	Fs	.
De	S	DE
quoi	Pr	QUE|QUOI
me	Pp	JE
servira	Vvc	SERVIR
de	S	DE
suivre	Vvn	SUIVRE
vos	Ds	VOTRE
avis	Nc	AVIS
,	Fw	,
S'	Vvc	S'
ils	Pp	ILS
ne	Rp	NE
servaient	Vvc	SERVIR
de	S	DE
rien	Pi	RIEN
,	Fw	,
quand	Cs	QUAND
ils	Pp	ILS
étaient	Vuc	ÊTRE
suivis	Ge	SUIVRE
?	Fs	?
Entrons	Vvc	ENTRER
,	Fw	,
ne	Rp	NE
craignez	Vvc	CRAINDRE
rien	Pi	RIEN
,	Fw	,
tout	Rg	TOUT
nous	Pp	NOUS
sera	Vuc	ÊTRE
prospère	Ag	PROSPÈRE
,	Fw	,
Et	Vvc	Et
sachez	Vvc	SAVOIR
que	Cs	QUE
la	Da	LE
sœur	Nc	sœur
vous	Pp	VOUS
assure	Vvc	ASSURER
du	S+Da	DE+LE
frère	Nc	FRÈRE
.	Fs	.
Sentons	Vvc	SENTIR
encore	Rg	ENCORE
un	Dn	UN
coup	Nc	COUP
,	Fw	,
et	Cc	ET
voyons	Vvc	VOIR
si	Cs	SI
le	Da	LE
sort	Nc	SORT
Nous	Ag	Nous
doit	Vvc	DEVOIR
faire	Vvn	FAIRE
aujourd'hui	Rg	AUJOURD'HUI
rencontrer	Vvn	RENCONTRER
quelque	Di	QUELQUE
port	Nc	PORT
.	Fs	.
Comment	Pt	COMMENT
je	Pp	JE
vois	Vvc	ALLER|VOIR
déjà	Rg	DÉJÀ
le	Da	LE
départ	Nc	DÉPART
de	S	DE
l'	Da	LE
Aurore	Nc	AURORE
,	Fw	,
Et	Vvc	Et
ce	Dd	CE
nouveau	Ag	NOUVEAU
soleil	Nc	SOLEIL
ne	Rp	NE
revient	Vvc	REVENIR
point	Rg	POINT
encore	Rg	ENCORE
?	Fs	?
Lorsque	Cs	LORSQUE
je	Pp	JE
l'	Pp	IL
attendais	Vvc	ATTENDRE
le	Da	LE
sommeil	Nc	SOMMEIL
m'	Pp	JE
a	Vuc	AVOIR
surpris	Ge	SURPRENDRE
Et	Vvc	Et
sa	Ds	SON
lente	Ag	LENT
froideur	Nc	FROIDEUR
a	Vuc	AVOIR
troublé	Ge	TROUBLER
mes	Ds	MON
esprits	Nc	ESPRIT|ESPRITS
.	Fs	.
Sans	S	SANS
cet	Dd	CE
empêchement	Nc	EMPÊCHEMENT
peut-être	Rg	PEUT-ÊTRE
qu'	Cs	QUE
Atalante	Ga	Atalante
Eut	Vvc	Eut
bien	Rg	BIEN
entretenu	Ge	ENTRETENIR
notre	Ds	NOTRE
commune	Ag	COMMUN
attente	Nc	ATTENTE
.	Fs	.
Ah	I	AH
!	Fs	!
S'	Pp	SE
il	Pp	IL
était	Vuc	ÊTRE
certain	Ag	CERTAIN
d'	S	DE
un	Dn	UN
légitime	Ag	LÉGITIME
effort	Nc	EFFORT
Après	Vvc	Après
un	Dn	UN
tel	Ag	TEL
sommeil	Nc	SOMMEIL
,	Fw	,
je	Pp	JE
chercherais	Vvc	CHERCHER
la	Da	LE
mort	Nc	MORT
,	Fw	,
Et	Vvc	Et
quand	Cs	QUAND
même	Rg	MÊME
le	Da	LE
Ciel	Nc	CIEL
devrait	Vvc	DEVOIR
m'	Pp	JE
être	Vun	ÊTRE
contraire	Ag	CONTRAIRE
La	Vvc	La
sœur	Nc	sœur
me	Pp	JE
semblerait	Vvc	SEMBLER
plus	Rg	PLUS
douce	Ag	DOUX
que	Cs	QUE
le	Da	LE
frère	Nc	FRÈRE
.	Fs	.
Mais	Cc	MAIS
c'	Pd	CE
est	Vuc	ÊTRE
parler	Vvn	PARLER
en	S	EN
vain	Ag	VAIN
,	Fw	,
l'	Da	LE
ingrate	Ag	INGRAT
ne	Rp	NE
vient	Vvc	VENIR
pas	Rg	PAS
,	Fw	,
Je	Vvc	Je
crois	Vvc	CROIRE|CROÎTRE
qu'	Cs	QUE
elle	Pp	IL
a	Vuc	AVOIR
dessein	Nc	DESSEIN
d'	S	DE
avancer	Vvn	AVANCER
mon	Ds	MON
trépas	Nc	TRÉPAS
.	Fs	.
Je	Pp	JE
me	Pp	JE
trouve	Vvc	TROUVER
abusé	Ge	ABUSER
,	Fw	,
je	Pp	JE
sens	Vvc	SENTIR
que	Cs	QUE
la	Da	LE
perfide	Ag	PERFIDE
Veut	Vvc	VOULOIR
prendre	Vvn	PRENDRE
en	S	EN
mon	Ds	MON
endroit	Nc	ENDROIT
le	Da	LE
titre	Nc	TITRE
d'	S	DE
homicide	Nc	HOMICIDE
!	Fs	!
J'	Pp	JE
ai	Vuc	AVOIR
beau	Ag	BEAU
te	Pp	TU
rechercher	Vvn	RECHERCHER
,	Fw	,
au	S+Da	À+LE
lieu	Nc	LIEU
de	S	DE
me	Pp	JE
guérir	Vvn	GUÉRIR
,	Fw	,
Je	Vvc	Je
m'	Pp	JE
obstine	Vvc	OBSTINER
moi-même	Pp	LUI-MÊME
à	S	À
me	Pp	JE
faire	Vvn	FAIRE
mourir	Vvn	MOURIR
.	Fs	.
Mais	Cc	MAIS
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
l'	Pp	IL
éviter	Vvn	ÉVITER
,	Fw	,
car	Cc	CAR
ma	Ds	MON
flamme	Nc	FLAMME
allumée	Ge	ALLUMER
Malgré	Vvc	Malgré
tout	Di	TOUT
son	Ds	SON
pouvoir	Nc	POUVOIR
se	Pp	IL
réduit	Vvc	RÉDUIRE
en	S	EN
fumée	Nc	FUMÉE
,	Fw	,
Mon	Nc	Mon
cœur	Ag	cœur
cesse	Vvc	CESSER
de	S	DE
craindre	Vvn	CRAINDRE
en	S	EN
cessant	Ga	CESSER
de	S	DE
l'	Pp	IL
aimer	Vvn	AIMER
,	Fw	,
Et	Vvc	Et
ses	Ds	SON
yeux	Nc	OEIL|YEUX
n'	Rp	NE
ont	Vuc	AVOIR
plus	Rg	PLUS
rien	Pi	RIEN
qui	Pr	QUI
puisse	Vvc	POUVOIR
me	Pp	JE
charmer	Vvn	CHARMER
.	Fs	.
Et	Cc	ET
bien	Rg	BIEN
que	Pr	QUE
songez	Vvc	SONGER
-vous	Nc	-vous
?	Fs	?
Que	Cs	QUE
l'	Da	LE
amour	Nc	AMOUR
m'	Pp	JE
est	Vuc	ÊTRE
contraire	Ag	CONTRAIRE
,	Fw	,
Mais	Vvc	Mais
qu'	Cs	QUE
aussi	Rg	AUSSI
la	Da	LE
raison	Nc	RAISON
m'	Pp	JE
en	Pp	EN
va	Vvc	ALLER
bien	Rg	BIEN
tôt	Rg	TÔT
distraire	Vvn	DISTRAIRE
:	Fw	:
S'	Cs	SI
en	Pp	EN
est	Vuc	ÊTRE
fait	Ge	FAIRE
;	Fw	;
Atalante	Ga	Atalante
a	Vuc	AVOIR
des	Dn	UN
attraits	Nc	ATTRAIT
puissants	Ag	PUISSANT
,	Fw	,
Mais	Vvc	Mais
juge	Nc	JUGE
ma	Ds	MON
raison	Nc	RAISON
plus	Rg	PLUS
forte	Ag	FORT
que	Cs	QUE
mes	Ds	MON
sens	Nc	SENS
.	Fs	.
Le	Da	LE
sort	Nc	SORT
en	Pp	EN
est	Vuc	ÊTRE
jeté	Ge	JETER
,	Fw	,
la	Da	LE
force	Nc	FORCE|FORCÉ
de	S	DE
ses	Ds	SON
charmes	Nc	CHARME
Ne	Vvc	Ne
me	Pp	JE
réduira	Vvc	RÉDUIRE
plus	Rg	PLUS
à	S	À
lui	Pp	IL
rendre	Vvn	RENDRE
les	Da	LE
armes	Nc	ARME|ARMÉ
.	Fs	.
Elle	Pp	IL
sait	Vvc	SAVOIR
acquérir	Vvn	ACQUÉRIR
,	Fw	,
et	Cc	ET
non	Rg	NON
pas	Rg	PAS
conserver	Vvn	CONSERVER
,	Fw	,
Et	Vvc	Et
moi	Pp	JE
je	Pp	JE
me	Pp	JE
sais	Vvc	SAVOIR
perdre	Vvn	PERDRE
,	Fw	,
et	Cc	ET
je	Pp	JE
sais	Vvc	SAVOIR
me	Pp	JE
sauver	Vvn	SAUVER
.	Fs	.
Tu	Pp	TU
pourras	Vvc	POUVOIR
témoigner	Vvn	TÉMOIGNER
que	Cs	QUE
j'	Pp	JE
ai	Vuc	AVOIR
fait	Ge	FAIRE
mon	Ds	MON
possible	Ag	POSSIBLE
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
j'	Pp	JE
ai	Vuc	AVOIR
tout	Rg	TOUT
cherché	Ge	CHERCHER
pour	S	POUR
la	Pp	IL
rendre	Vvn	RENDRE
sensible	Ag	SENSIBLE
,	Fw	,
Je	Vvc	Je
l'	Pp	IL
ai	Vuc	AVOIR
vu	Ge	VOIR
préparée	Ge	PRÉPARER
à	S	À
soulager	Vvn	SOULAGER
mes	Ds	MON
maux	Nc	MAL
,	Fw	,
Mais	Vvc	Mais
je	Pp	JE
crois	Vvc	CROIRE|CROÎTRE
que	Cs	QUE
depuis	S	DEPUIS
elle	Pp	IL
a	Vuc	AVOIR
craint	Vvc	CRAINDRE
mes	Ds	MON
rivaux	Nc	RIVAL
,	Fw	,
Et	Vvc	Et
que	Cs	QUE
sa	Ds	SON
passion	Nc	PASSION
que	Pr	QUE
je	Pp	JE
trouvais	Vvc	TROUVER
si	Rg	SI
forte	Ag	FORT
,	Fw	,
Aussi	Ge	Aussi
bien	Rg	BIEN
que	Cs	QUE
la	Da	LE
mienne	Ps	MIEN
est	Vuc	ÊTRE
déjà	Rg	DÉJÀ
toute	Rg	TOUTE
morte	Ge	MOURIR
.	Fs	.
Atalante	V	ATALENTER
est	Vuc	ÊTRE
chez	S	CHEZ
nous	Pp	NOUS
,	Fw	,
croyez	Vvc	CROIRE
-moi	Vvc	-moi
seulement	Rg	SEULEMENT
Que	Ag	Que
si	Cs	SI
vous	Pp	VOUS
la	Pp	IL
voyez	Vvc	VOIR
vous	Pp	VOUS
serez	Vuc	ÊTRE
son	Ds	SON
Amant	Nc	AMANT
.	Fs	.
Il	Pp	IL
est	Vuc	ÊTRE
bien	Rg	BIEN
malaisé	Ag	MALAISÉ
de	S	DE
paraître	Vvn	PARAÎTRE
infidèle	Ag	INFIDÈLE
,	Fw	,
Alors	Nc	Alors
qu'	Pr	QUE
on	Pp	ON
l'	Pp	IL
entretient	Vvc	ENTRETENIR
,	Fw	,
ou	Cc	OU
qu'	Cs	QUE
on	Pp	ON
la	Pp	IL
voit	Vvc	VOIR
fidèle	Ag	FIDÈLE
,	Fw	,
Mais	Vvc	Mais
combien	Rg	COMBIEN
de	S	DE
malheurs	Nc	MALHEUR
vont	Vvc	ALLER
causer	Vvn	CAUSER
ses	Ds	SON
appas	Nc	APPAS
,	Fw	,
Pour	Nc	POUR
elle	Pp	IL
deux	Nc	DEUX
amis	Nc	AMI
recherchent	Vvc	RECHERCHER
le	Da	LE
trépas	Nc	TRÉPAS
,	Fw	,
Vous	Nc	Vous
les	Pp	ILS
avez	Vuc	AVOIR
pû	Ge	POUVOIR
voir	Vvn	VOIR
.	Fs	.
Ô	Nc	Ô
Ciel	Vvc	Ciel
que	Cs	QUE
tu	Pp	TU
m'	Pp	JE
étonnes	Vvc	ÉTONNER
!	Fs	!
Fais	Vvc	FAIRE
-moi	Vvc	-moi
donc	Rg	DONC
par	S	PAR
le	Da	LE
nom	Nc	NOM
connaître	Vvn	CONNAÎTRE
ces	Dd	CE
personnes	Nc	PERSONNE
.	Fs	.
L'	Da	LE
Amour	Nc	AMOUR
à	S	À
mes	Ds	MON
dépens	Nc	DÉPENS
te	Pp	TU
veut	Vvc	VOULOIR
faire	Vvn	FAIRE
espérer	Vvn	ESPÉRER
Un	Vvc	Un
bien	Rg	BIEN
qu'	Rg	QUE
autre	Ag	AUTRE
que	Cs	QUE
moi	Pp	JE
ne	Rp	NE
pouvait	Vvc	POUVOIR
désirer	Vvn	DÉSIRER
.	Fs	.
Dis	Vvc	DIRE
ce	Pd	CE
que	Pr	QUE
tu	Pp	TU
voudras	Vvc	VOULOIR
,	Fw	,
je	Pp	JE
découvre	Vvc	DÉCOUVRIR
tes	Ds	TON
ruses	Nc	RUSE
,	Fw	,
En	Vvc	En
vain	Ag	VAIN
pour	S	POUR
m'	Pp	JE
adoucir	Vvn	ADOUCIR
tu	Pp	TU
cherches	Vvc	CHERCHER
des	Dn	UN
excuses	Nc	EXCUSE
.	Fs	.
Que	Cs	QUE
tu	Pp	TU
me	Pp	JE
connais	Vvc	CONNAÎTRE
mal	Rg	MAL
!	Fs	!
Sache	Vvc	SAVOIR
que	Cs	QUE
ma	Ds	MON
valeur	Nc	VALEUR
A	Vvc	A
toujours	Rg	TOUJOURS
été	Ge	ÊTRE
ferme	Vvc	FERMER
au	S+Da	À+LE
milieu	Nc	MILIEU
du	S+Da	DE+LE
malheur	Nc	MALHEUR
.	Fs	.
Le	Da	LE
bruit	Nc	BRUIT
qu'	Pr	QUE
on	Pp	ON
t'	Pp	TU
a	Vuc	AVOIR
donné	Ge	DONNER
n'	Rp	NE
est	Vuc	ÊTRE
rien	Pi	RIEN
qu'	Cs	QUE
une	Dn	UN
fumée	Nc	FUMÉE
,	Fw	,
Car	Nc	CAR
je	Pp	JE
vois	Vvc	ALLER|VOIR
que	Cs	QUE
l'	Da	LE
effet	Nc	EFFET
cède	Vvc	CÉDER
à	S	À
la	Da	LE
renommée	Nc	RENOMMÉE
.	Fs	.
Mon	Ds	MON
frère	Nc	FRÈRE
empêchons	Vvc	EMPÊCHER
les	Pp	ILS
.	Fs	.
Vous	Pp	VOUS
ne	Rp	NE
vous	Pp	VOUS
battrez	Vvc	BATTRE
pas	Rg	PAS
,	Fw	,
Pourquoi	Vvc	Pourquoi
de	S	DE
la	Da	LE
façon	Nc	FAÇON
vous	Pp	VOUS
causer	Vvn	CAUSER
le	Da	LE
trépas	Nc	TRÉPAS
?	Fs	?
Ô	Nc	Ô
Ciel	Vvc	Ciel
qui	Pr	QUI
vit	Vvc	VIVRE|VOIR
jamais	Rg	JAMAIS
une	Dn	UN
telle	Ag	TEL
entreprise	Nc	ENTREPRISE
!	Fs	!
Quoi	Pt	QUE|QUOI
suis	Vuc	ÊTRE
-je	Ge	-je
pour	S	POUR
celui	Pd	CELUI
que	Pr	QUE
le	Da	LE
sort	Nc	SORT
favorise	Vvc	FAVORISER
?	Fs	?
J'	Pp	JE
aurais	Vuc	AVOIR
en	S	EN
cet	Dd	CE
état	Nc	ÉTAT
le	Da	LE
destin	Nc	DESTIN
rigoureux	Ag	RIGOUREUX
.	Fs	.
Non	Rg	NON
,	Fw	,
non	Rg	NON
,	Fw	,
soyez	Vuc	ÊTRE
vaillants	Ag	VAILLANT
,	Fw	,
ou	Pr	OÙ
soyez	Vuc	ÊTRE
amoureux	Ag	AMOUREUX
,	Fw	,
Si	Vvc	Si
vous	Pp	VOUS
le	Pp	IL
désirez	Vvc	DÉSIRER
terminez	Vvc	TERMINER
vôtre	As#Ps	VÔTRE
vie	Nc	VIE
,	Fw	,
Et	Vvc	Et
malgré	S	MALGRÉ
votre	Ds	VOTRE
mort	Nc	MORT
conservez	Vvc	CONSERVER
votre	Ds	VOTRE
envie	Nc	ENVIE
,	Fw	,
Vous	Nc	Vous
cherchez	Vvc	CHERCHER
seulement	Rg	SEULEMENT
à	S	À
me	Pp	JE
désobliger	Vvn	DÉSOBLIGER
,	Fw	,
Mon	Nc	Mon
intérêt	Nc	INTÉRÊT
se	Pp	IL
doit	Vvc	DEVOIR
autrement	Rg	AUTREMENT
ménager	Ag	MÉNAGER
.	Fs	.
Voici	I	VOICI
pour	S	POUR
les	Pp	ILS
tromper	Vvn	TROMPER
,	Fw	,
soyez	Vuc	ÊTRE
de	S	DE
la	Da	LE
querelle	Nc	QUERELLE
,	Fw	,
Et	Vvc	Et
s'	Cs	SI
il	Pp	IL
vous	Pp	VOUS
faut	Vvc	FAILLIR|FALLOIR
mourir	Vvn	MOURIR
,	Fw	,
mourez	Vvc	MOURIR
pour	S	POUR
cette	Dd	CE
belle	Ag	BEAU
.	Fs	.
Je	Pp	JE
la	Pp	IL
voulais	Vvc	VOULOIR
haïr	Vvn	HAÏR
,	Fw	,
mais	Cc	MAIS
lorsque	Cs	LORSQUE
je	Pp	JE
la	Pp	IL
vois	Vvc	ALLER|VOIR
Je	Vvc	Je
pers	Ag	PERS
ma	Ds	MON
liberté	Nc	LIBERTÉ
,	Fw	,
je	Pp	JE
ne	Rp	NE
suis	Vuc	ÊTRE
plus	Rg	PLUS
à	S	À
moi	Pp	JE
.	Fs	.
Donnez	Vvc	DONNER
donc	Rg	DONC
seulement	Rg	SEULEMENT
.	Fs	.
Mais	Cc	MAIS
si	Cs	SI
je	Pp	JE
leur	Pp	LEUR
résiste	Vvc	RÉSISTER
Le	Ag	Le
succès	Nc	SUCCÈS
pour	S	POUR
moi	Pp	JE
seul	Ag	SEUL
en	Pp	EN
doit	Vvc	DEVOIR
être	Vun	ÊTRE
plus	Rg	PLUS
triste	Ag	TRISTE
.	Fs	.
Vous	Pp	VOUS
craignez	Vvc	CRAINDRE
le	Da	LE
danger	Nc	DANGER
.	Fs	.
Et	Cc	ET
ne	Rp	NE
le	Pp	IL
crains	Vvc	CRAINDRE
-tu	Vvn	-tu
pas	Rg	PAS
?	Fs	?
Pour	S	POUR
un	Dn	UN
si	Rg	SI
beau	Ag	BEAU
sujet	Nc	SUJET
j'	Pp	JE
aimerais	Vvc	AIMER
le	Da	LE
trépas	Nc	TRÉPAS
.	Fs	.
Ton	Ds	TON
cœur	Nc	cœur
a	Vuc	AVOIR
donc	Rg	DONC
manqué	Ge	MANQUER
?	Fs	?
Son	Ds	SON
humeur	Nc	HUMEUR
est	Vuc	ÊTRE
trop	Rg	TROP
prompte	Ag	PROMPT
,	Fw	,
Mais	Vvc	Mais
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
qu'	Cs	QUE
il	Pp	IL
rougisse	Vvc	ROUGIR
,	Fw	,
et	Cc	ET
de	S	DE
sang	Nc	SANG
et	Cc	ET
de	S	DE
honte	Nc	HONTE
.	Fs	.
Sicandre	Nc	Sicandre
qu'	Pr	QUE
ai	Vuc	AVOIR
-je	Ge	-je
fait	Ge	FAIRE
?	Fs	?
Ô	Nc	Ô
Ciel	Vvc	Ciel
